run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
BASELINE - total_answering_RT,trial_level_log_reg,240,0.7,0.6348432055749129,205,35,0.5781818181818182,0.6348432055749129,0.5754299754299754,0.8082828282828284,0.7,0.7383292383292382,0.7069686411149826,0.928480325040541,1,total_answering_RT,0.25333333333333335,0.5428571428571428,0.34545454545454546,35,0.9030303030303031,0.7268292682926829,0.8054054054054054,205
