run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
LAST,trial_level_log_reg,240,0.7833333333333333,0.8257839721254355,205,35,0.6837801713971223,0.8257839721254355,0.7008915731952833,0.8901708729721938,0.7833333333333333,0.8121225194132873,0.825226480836237,0.9465899487308479,2,last_before_confirm_correct | last_before_confirm_question,0.3924050632911392,0.8857142857142857,0.543859649122807,35,0.9751552795031055,0.7658536585365854,0.8579234972677595,205
