run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
complete_pruned_t09_aic,trial_level_log_reg,1583,0.8818698673404928,0.8716187658495351,1352,231,0.7678462632006499,0.8716187658495351,0.8034244223843856,0.9132620313926451,0.8818698673404928,0.8913617661801817,0.940402546171777,0.9857970387426873,56,last_visited_answer_A | last_before_select_answer_A | mean_fixations_count__wrong_mean | last_before_confirm_answer_A | area_dwell_proportion__correct | last_before_confirm_answer_B | RT_pure_answer_C | skip_rate__contrast | RT_normalized_answer_B | has_xyx | mean_max_fix_pupil_size_z__correct | RT_normalized_critical__x__RT_normalized_answer_A | num_label_visits__contrast | num_label_visits__distance_furthest | last_before_select_answer_D | skip_rate__correct | area_dwell_proportion__distance_furthest | ANSWER_PRESS_NUMBER | RT_normalized_critical__x__RT_normalized_answer_B | TFD_pure_answer_A | TFD_normalized_outside__x__TFD_normalized_answer_B | last_before_confirm_question | mean_max_fix_pupil_size_z__contrast | last_before_select_question | skip_rate__distance_closest | RT_normalized_question | TimeSinceOffset_pure_answer_C | last_visited_answer_D | RT_normalized_answer_D | TFD_normalized_outside__x__TFD_normalized_answer_D | TimeSinceOffset_normalized_answer_B | RT_normalized_critical__x__RT_normalized_answer_D | TimeSinceOffset_pure_question | RT_pure_answer_D | RT_pure_critical__x__RT_pure_answer_D | num_label_visits__distance_closest | area_dwell_proportion__distance_closest | RT_normalized_distractor__x__RT_normalized_answer_C | TimeSinceOffset_normalized_answer_D | mean_first_fixation_duration__contrast | last_before_select_answer_C | mean_max_fix_pupil_size_z__question | mean_max_fix_pupil_size_z__distance_closest | RT_pure_distractor__x__RT_pure_question | TFD_normalized_critical__x__TFD_normalized_answer_D | TFD_pure_critical__x__TFD_pure_answer_D | mean_first_fixation_duration__question | TFD_pure_critical__x__TFD_pure_answer_B | RT_pure_critical__x__RT_pure_answer_B | TFD_normalized_critical__x__TFD_normalized_answer_B | TFD_pure_distractor__x__TFD_pure_answer_C | TFD_pure_critical__x__TFD_pure_answer_A | RT_pure_critical__x__RT_pure_answer_A | mean_fixations_count__contrast | TFD_normalized_outside__x__TFD_normalized_question | TFD_normalized_outside__x__TFD_normalized_answer_A,0.5625,0.8571428571428571,0.6792452830188679,231,0.9731925264012997,0.886094674556213,0.9276035617499032,1352
