text_region,RT_pure_answer_A,RT_pure_answer_B,RT_pure_answer_C,RT_pure_answer_D,RT_pure_question
RT_pure_distractor,0.0992929073051775,0.09894405727425055,0.1831950656957849,0.11087217929593574,0.04905586902887824
RT_pure_critical,0.07405247533438676,0.06109542008370606,0.06283063171162817,0.02791781519720093,0.04270537979563933
RT_pure_outside,0.09143310138484387,0.07762312066568113,0.10554977927970374,0.11382830078999652,0.07343499608681274
