text_region,area_dwell_proportion__answer_A,area_dwell_proportion__answer_B,area_dwell_proportion__answer_C,area_dwell_proportion__answer_D,area_dwell_proportion__question
area_dwell_proportion__distractor,-0.028192510195715524,-0.010769322835958498,0.107072647771008,-0.007878327272142927,-0.04865457590925396
area_dwell_proportion__critical,0.025037014201011676,0.007766563581884578,-0.014401767813167987,-0.046203267569594864,-0.0005070919574077776
area_dwell_proportion__outside,-0.010583976070151435,0.005789958402613612,-0.03711325842490492,0.040894758893261295,0.017657135725297375
