text_region,area_dwell_proportion__answer_A,area_dwell_proportion__answer_B,area_dwell_proportion__answer_C,area_dwell_proportion__answer_D,area_dwell_proportion__question
area_dwell_proportion__distractor,-0.04358391275825517,-0.007532018678107038,0.10175642310204232,0.0022370848031421104,-0.049163926870465204
area_dwell_proportion__critical,0.046641550414128465,0.007618145672479023,-0.04343827511153774,-0.049619013535469166,0.006007485929279073
area_dwell_proportion__outside,-0.025400620974915102,0.005813984976290568,-0.009752607601486054,0.04208496873530935,0.01332060616691245
