text_region,RT_normalized_answer_A,RT_normalized_answer_B,RT_normalized_answer_C,RT_normalized_answer_D,RT_normalized_question
RT_normalized_distractor,0.0011607564941867941,0.043472059127705215,0.0009518978275870843,2.0842548663178322e-06,0.3285466884193167
RT_normalized_critical,1.6315056092664993e-11,1.3914256237924612e-14,3.318761902428848e-08,4.974140643824726e-10,0.003329417024596083
RT_normalized_outside,2.3439400521840536e-06,2.614100702486932e-05,2.0842548663178322e-06,0.0002114268798952534,0.0007863780961971011
