text_region,TFD_pure_answer_A,TFD_pure_answer_B,TFD_pure_answer_C,TFD_pure_answer_D,TFD_pure_question
TFD_pure_distractor,0.10222438791490336,0.1003241824228528,0.1906173312752402,0.11584218112082718,0.02156806678994705
TFD_pure_critical,0.07183923979247647,0.05677219348306004,0.06076917669577066,0.025889046590787154,0.026847865569404206
TFD_pure_outside,0.08724645064030233,0.07553403308761474,0.10578484219724767,0.10566501322791001,0.04949121905035718
