text_region,RT_normalized_answer_A,RT_normalized_answer_B,RT_normalized_answer_C,RT_normalized_answer_D,RT_normalized_question
RT_normalized_distractor,0.020126865372586872,0.01979929036133776,0.04332668884040884,0.050563557514744985,0.016732537621027863
RT_normalized_critical,0.09556718031483262,0.1053013979926445,0.06091609998803365,0.06311451340363082,0.05290399050622305
RT_normalized_outside,0.045002891105796354,0.058393573626683945,0.08057140346025604,0.06798515508594995,0.059131312064522906
