text_region,TFD_normalized_answer_A,TFD_normalized_answer_B,TFD_normalized_answer_C,TFD_normalized_answer_D,TFD_normalized_question
TFD_normalized_distractor,0.005632007800357195,9.790353198547607e-05,7.89872454886849e-10,1.4345537298954403e-11,0.5308494077467418
TFD_normalized_critical,1.6922873695510269e-21,1.2256132024639679e-29,7.990979133847501e-12,7.89872454886849e-10,2.2212295917967598e-09
TFD_normalized_outside,6.448655194259271e-06,8.508862865178833e-14,4.7010723130507626e-26,1.5959706234876438e-16,2.0741500667902796e-07
