text_region,RT_pure_answer_A,RT_pure_answer_B,RT_pure_answer_C,RT_pure_answer_D,RT_pure_question
RT_pure_distractor,0.09574962768040035,0.07791475465836817,0.17114749041709226,0.1033795365271967,0.030326049478475805
RT_pure_critical,0.0645119890344181,0.04953778136926725,0.06341155654539271,0.030393108427292335,0.03788152257752367
RT_pure_outside,0.08109258380961688,0.05893533587894691,0.07486641850976153,0.10361094620076311,0.06043098633675679
