text_region,TFD_pure_answer_A,TFD_pure_answer_B,TFD_pure_answer_C,TFD_pure_answer_D,TFD_pure_question
TFD_pure_distractor,1.6022371024490348e-14,3.916104330220715e-08,2.008758982797001e-32,6.843385441076447e-14,0.8531082617120911
TFD_pure_critical,9.5776324058273e-05,0.0003327314686406716,2.4789165363972245e-08,0.002214711528140814,0.005511350873537589
TFD_pure_outside,1.4736296808618955e-08,0.00869985862549624,0.002214711528140814,2.4700814775316066e-11,0.004632648531271582
