text_region,RT_normalized_answer_A,RT_normalized_answer_B,RT_normalized_answer_C,RT_normalized_answer_D,RT_normalized_question
RT_normalized_distractor,0.0069170627719507,0.01752628266095219,0.050084909402024855,0.04350129231323868,0.02145140273465467
RT_normalized_critical,0.10452458431480614,0.11722239689486792,0.05761898950414759,0.05253991888749222,0.07364883683425692
RT_normalized_outside,0.029129752313977134,0.06686240076733004,0.10797002030620179,0.09260293107963648,0.08032471406008408
