text_region,TFD_pure_answer_A,TFD_pure_answer_B,TFD_pure_answer_C,TFD_pure_answer_D,TFD_pure_question
TFD_pure_distractor,2.0234439871037022e-17,6.645686286225018e-17,3.599114555212443e-39,4.383189191630439e-19,0.03801755540952088
TFD_pure_critical,1.7494979353506085e-10,1.125502433079753e-06,7.683388554914195e-09,0.013244111121350717,0.01938291329809583
TFD_pure_outside,5.6280903525808725e-12,4.609571621419927e-09,4.081223921989593e-16,3.631037472464092e-16,1.3042567084072593e-05
