text_region,RT_pure_answer_A,RT_pure_answer_B,RT_pure_answer_C,RT_pure_answer_D,RT_pure_question
RT_pure_distractor,3.243873212846746e-13,6.604656480218904e-07,1.3088095640625615e-31,5.003269203339512e-13,0.2082681613376011
RT_pure_critical,1.2812992660416304e-06,0.0006297941045099954,1.5445656147456986e-10,0.0008228715251644112,0.0009718705381073229
RT_pure_outside,4.4278073195864647e-11,0.0003606134454340307,8.241358734583427e-05,3.243873212846746e-13,1.1438506493527112e-05
