text_region,TFD_normalized_answer_A,TFD_normalized_answer_B,TFD_normalized_answer_C,TFD_normalized_answer_D,TFD_normalized_question
TFD_normalized_distractor,0.0002424697254709029,0.03278903010341784,0.0007442821652353429,1.3535539392386434e-06,0.5642855110825234
TFD_normalized_critical,2.9416075433701387e-08,2.0749450333850322e-14,1.2594344991669066e-05,1.4371007752833946e-08,0.0014742874471982807
TFD_normalized_outside,4.144980102690758e-05,3.5469000790224875e-05,3.373528573365922e-07,7.452267904404246e-05,0.019576218880358372
