text_region,TFD_normalized_answer_A,TFD_normalized_answer_B,TFD_normalized_answer_C,TFD_normalized_answer_D,TFD_normalized_question
TFD_normalized_distractor,0.020621727290692865,0.030712441393512768,0.04990718609322678,0.05340898176364752,0.0049488931995138215
TFD_normalized_critical,0.08129147257550938,0.09438958914952168,0.05467110110921718,0.04897362214159189,0.047583096783336096
TFD_normalized_outside,0.0386233954144776,0.06019471163790811,0.08839771705966998,0.07067329603950527,0.04305971610969843
