text_region,RT_pure_answer_A,RT_pure_answer_B,RT_pure_answer_C,RT_pure_answer_D,RT_pure_question
RT_pure_distractor,0.09189440767237207,0.05842000969404623,0.1585545789135539,0.09564690805798602,0.012787230499844475
RT_pure_critical,0.05448869842663426,0.039592664698889106,0.06356061806778719,0.032697227263158844,0.03469288302664492
RT_pure_outside,0.07109645788998875,0.03865510288885182,0.04455944755155475,0.09354402216340409,0.04589550935946502
