text_region,RT_normalized_answer_A,RT_normalized_answer_B,RT_normalized_answer_C,RT_normalized_answer_D,RT_normalized_question
RT_normalized_distractor,0.008930962000141028,0.010180902713206876,5.199430115647809e-08,4.436598597113797e-10,0.030296902651465642
RT_normalized_critical,7.909775900170383e-30,1.9644943997229362e-33,1.220642188766426e-14,2.4412116556802972e-14,1.7374032774644587e-10
RT_normalized_outside,3.4741822137222167e-07,5.149965258145692e-13,7.625724361554411e-22,9.407125836519122e-16,2.3234996810533394e-12
