text_region,area_dwell_proportion__answer_A,area_dwell_proportion__answer_B,area_dwell_proportion__answer_C,area_dwell_proportion__answer_D,area_dwell_proportion__question
area_dwell_proportion__distractor,0.29426663281374854,0.41382499265839234,2.1061549015119757e-20,0.27061853066033814,7.619104187101438e-05
area_dwell_proportion__critical,0.9227287238886204,0.4510181541470436,0.29426663281374854,9.535788172267636e-05,0.6245968722309201
area_dwell_proportion__outside,0.6245968722309201,0.8208929119960516,1.1617417775925992e-08,0.0005562191403376401,0.08832017035547286
