text_region,area_dwell_proportion__answer_A,area_dwell_proportion__answer_B,area_dwell_proportion__answer_C,area_dwell_proportion__answer_D,area_dwell_proportion__question
area_dwell_proportion__distractor,-0.014847267094275134,-0.01174774473178128,0.11176631854745869,-0.018509137718344826,-0.047972205047619905
area_dwell_proportion__critical,0.0009605103078813869,0.010121235968426633,0.014013090762383773,-0.04327923369612202,-0.006192898531474647
area_dwell_proportion__outside,0.006871697205968971,0.003267160573622392,-0.0637221487868427,0.04026236727282264,0.021408834758863234
