text_region,area_dwell_proportion__answer_A,area_dwell_proportion__answer_B,area_dwell_proportion__answer_C,area_dwell_proportion__answer_D,area_dwell_proportion__question
area_dwell_proportion__distractor,0.00016912590106892247,0.6355696427625802,4.8308706103241446e-17,0.8565120911807852,2.94987712839592e-05
area_dwell_proportion__critical,0.00013635073063781363,0.6355696427625802,5.6562796627509365e-05,2.94987712839592e-05,0.6358501490782481
area_dwell_proportion__outside,0.06756938208994992,0.6526088425078703,0.5397208488783577,0.00025392399224104814,0.31010637210184383
