text_region,TFD_normalized_answer_A,TFD_normalized_answer_B,TFD_normalized_answer_C,TFD_normalized_answer_D,TFD_normalized_question
TFD_normalized_distractor,0.7158114106501157,0.0011775277012125967,1.858166079833667e-07,5.267301204868082e-06,0.8232774389852334
TFD_normalized_critical,1.9767363328444717e-14,6.76306407879069e-16,2.3069704055375433e-07,0.0049641726407713225,2.3069704055375433e-07
TFD_normalized_outside,0.030507623445592692,7.126298371631089e-10,6.744053278975588e-21,1.9767363328444717e-14,1.211547356949467e-06
