text_region,RT_pure_answer_A,RT_pure_answer_B,RT_pure_answer_C,RT_pure_answer_D,RT_pure_question
RT_pure_distractor,6.709819893146134e-17,3.930120592582113e-16,8.253823164669059e-38,2.163896236524781e-17,1.996064345842418e-05
RT_pure_critical,4.0138722588200096e-11,2.291782792745839e-07,3.4812296295843692e-09,0.009594715013340407,0.00012718336430390093
RT_pure_outside,9.853481419142105e-14,7.564548228416889e-10,4.179042938845589e-16,1.0336927743154817e-17,3.891852995773386e-09
