text_region,TFD_pure_answer_A,TFD_pure_answer_B,TFD_pure_answer_C,TFD_pure_answer_D,TFD_pure_question
TFD_pure_distractor,0.10083226038314942,0.08171096845362388,0.17723285629674868,0.10865761320657202,0.011225018892390935
TFD_pure_critical,0.05916095010675793,0.048137692126757906,0.06025812703949142,0.028527458220644057,0.02675885493646459
TFD_pure_outside,0.07428056869170685,0.052303363635129246,0.06935844223414926,0.09557207899043624,0.0406842521638136
