text_region,TFD_normalized_answer_A,TFD_normalized_answer_B,TFD_normalized_answer_C,TFD_normalized_answer_D,TFD_normalized_question
TFD_normalized_distractor,0.00462413579002583,0.037793557317088354,0.060795192793149974,0.05080743866278665,0.002270083273350154
TFD_normalized_critical,0.09178246436135604,0.09776455991652962,0.057911830060169894,0.03287505323218908,0.06104038816682585
TFD_normalized_outside,0.02565529542123484,0.07305820782131864,0.11918937605620292,0.09463443095684694,0.05909028883219096
