text_region,TFD_pure_answer_A,TFD_pure_answer_B,TFD_pure_answer_C,TFD_pure_answer_D,TFD_pure_question
TFD_pure_distractor,2.9243920628959447e-31,6.129386470459805e-23,7.886532331535032e-71,8.093409838732478e-32,0.11806238302330355
TFD_pure_critical,1.3734240206018686e-13,1.6354365652961557e-09,4.252006277732546e-16,6.363925035653297e-05,0.00040933989864203133
TFD_pure_outside,3.0541138994561466e-19,3.0189576713556e-10,4.252006277732546e-16,2.7555989976849895e-26,1.6747209123220592e-07
