text_region,RT_normalized_answer_A,RT_normalized_answer_B,RT_normalized_answer_C,RT_normalized_answer_D,RT_normalized_question
RT_normalized_distractor,0.03464662816675442,0.022217617052424282,0.03704813219544836,0.05763106063782758,0.011178773807034215
RT_normalized_critical,0.08571910053387953,0.09382155499468524,0.06413714902604367,0.07297225321270244,0.032674662738737814
RT_normalized_outside,0.06195357687186591,0.0494542513599029,0.052644721937891305,0.043955687367284106,0.03720223679728381
