run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
raw_preselected_2,trial_level_log_reg,3887,0.6665809107280679,0.6311363226302571,3249,638,0.5781689440150732,0.6311363226302571,0.568523943140822,0.788985058250351,0.6665809107280679,0.7066927193795154,0.6723998027847488,0.8921858755668605,1,seq_len,0.26432664756446994,0.5783699059561128,0.36283185840707965,638,0.8920112404656765,0.6839027393044014,0.7742160278745644,3249
