run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
general_aic,trial_level_log_reg,1583,0.8060644346178143,0.7805783959630113,1352,231,0.6793964705400647,0.7805783959630113,0.7031751121534999,0.8705065482401417,0.8060644346178143,0.8269293294093972,0.8602519275596198,0.9687365273130468,29,area_dwell_proportion__correct | num_label_visits__wrong_mean | num_label_visits__correct | trial_mean_dwell | mean_first_fixation_duration__contrast | num_label_visits__distance_furthest | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__distance_closest | has_xyx | area_dwell_proportion__question | skip_rate__contrast | first_encounter_avg_pupil_size_z__contrast | area_dwell_proportion__distance_furthest | area_dwell_proportion__distance_closest | skip_rate__correct | skip_rate__question | mean_min_fix_pupil_size_z__wrong_mean | first_encounter_avg_pupil_size_z__question | skip_rate__distance_closest | mean_dwell_time__correct | mean_dwell_time__distance_furthest | ANSWER_PRESS_NUMBER | mean_dwell_time__wrong_mean | mean_dwell_time__distance_closest | has_xyxy | mean_max_fix_pupil_size_z__distance_furthest | num_label_visits__question | mean_min_fix_pupil_size_z__distance_closest | mean_first_fixation_duration__question,0.4095238095238095,0.7445887445887446,0.5284178187403994,231,0.9492691315563199,0.8165680473372781,0.8779324055666003,1352
