run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
5_most_frequent_last_ans,trial_level_log_reg,1583,0.7871130764371447,0.8305028305028306,1352,231,0.6871046096398209,0.8305028305028306,0.7053188557022383,0.892057975782051,0.7871130764371447,0.8152604881288931,0.8833250083250084,0.9705854077200543,9,ANSWER_PRESS_NUMBER | RT_normalized_question | TFD_normalized_outside__x__TFD_normalized_answer_D | has_xyx | last_before_confirm_answer_B | last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D,0.39768339768339767,0.8917748917748918,0.5500667556742324,231,0.9765258215962441,0.7692307692307693,0.8605709557302441,1352
