run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
selected_last_all,trial_level_log_reg,3887,0.8289169024954978,0.8371994855422117,3249,638,0.7266333261568232,0.8371994855422117,0.7547046445034389,0.8870311746975315,0.8289169024954978,0.8453352364666128,0.9079108980723272,0.9765883188741932,22,skip_rate__correct | area_dwell_proportion__correct | num_label_visits__correct | skip_rate__wrong_mean | area_dwell_proportion__wrong_mean | num_label_visits__wrong_mean | seq_len | has_xyx | last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D | last_before_confirm_answer_A | last_before_confirm_answer_B | last_before_confirm_answer_C | last_before_confirm_answer_D | last_before_confirm_question | last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,0.4878487848784879,0.8495297805642633,0.6197827329902802,638,0.9654178674351584,0.8248691905201601,0.8896265560165975,3249
