run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
complete_aic,trial_level_log_reg,1583,0.8799747315224258,0.8687146187146186,1352,231,0.7652156889840853,0.8687146187146186,0.8005355835446665,0.9119031310427852,0.8799747315224258,0.8896760088530431,0.9404889981813059,0.9862853251809174,63,last_visited_answer_A | last_before_select_answer_A | mean_fixations_count__wrong_mean | last_before_confirm_answer_A | area_dwell_proportion__contrast | last_before_confirm_answer_B | RT_pure_answer_C | skip_rate__contrast | RT_normalized_answer_B | mean_avg_fix_pupil_size_z__correct | RT_normalized_answer_A | has_xyx | mean_dwell_time__contrast | num_label_visits__distance_furthest | area_dwell_proportion__distance_furthest | RT_pure_critical__x__RT_pure_answer_C | last_before_select_answer_D | RT_normalized_answer_D | TFD_normalized_outside__x__TFD_normalized_answer_D | mean_first_fixation_duration__wrong_mean | skip_rate__question | num_label_visits__contrast | last_before_select_question | mean_min_fix_pupil_size_z__contrast | ANSWER_PRESS_NUMBER | last_before_confirm_question | TFD_normalized_answer_D | skip_rate__distance_closest | last_visited_answer_D | TFD_pure_answer_A | RT_pure_answer_A | TFD_normalized_answer_B | TFD_pure_answer_C | TimeSinceOffset_normalized_answer_C | TimeSinceOffset_normalized_answer_D | RT_pure_answer_D | RT_pure_distractor__x__RT_pure_answer_D | num_label_visits__distance_closest | TimeSinceOffset_pure_question | TimeSinceOffset_normalized_question | mean_dwell_time__distance_furthest | TFD_normalized_critical__x__TFD_normalized_answer_A | RT_normalized_distractor__x__RT_normalized_answer_A | mean_min_fix_pupil_size_z__correct | mean_avg_fix_pupil_size_z__contrast | skip_rate__correct | first_encounter_avg_pupil_size_z__question | TimeSinceOffset_pure_answer_D | area_dwell_proportion__distance_closest | last_before_select_answer_C | RT_normalized_question | TFD_normalized_outside__x__TFD_normalized_question | RT_pure_question | TFD_pure_outside__x__TFD_pure_question | TFD_pure_outside__x__TFD_pure_answer_D | TFD_pure_critical__x__TFD_pure_answer_A | TFD_pure_critical__x__TFD_pure_answer_B | RT_pure_critical__x__RT_pure_answer_B | TFD_pure_critical__x__TFD_pure_answer_C | mean_max_fix_pupil_size_z__distance_closest | TFD_normalized_critical__x__TFD_normalized_answer_B | TFD_pure_outside__x__TFD_pure_answer_C | RT_pure_outside__x__RT_pure_question,0.5580736543909348,0.8528138528138528,0.6746575342465754,231,0.9723577235772358,0.8846153846153846,0.9264136328427576,1352
