run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
20_most_frequent_last_ans,trial_level_log_reg,1583,0.8774478837650032,0.8797980865288557,1352,231,0.7637940006938699,0.8797980865288557,0.8010389186331572,0.9152874643356539,0.8774478837650032,0.8883523232333603,0.9279054279054278,0.9833272832209976,22,ANSWER_PRESS_NUMBER | RT_normalized_question | TFD_normalized_outside__x__TFD_normalized_answer_D | has_xyx | last_before_confirm_answer_B | last_before_select_answer_A | last_before_select_answer_D | last_before_select_question | last_visited_answer_A | num_label_visits__contrast | skip_rate__distance_closest | area_dwell_proportion__correct | mean_first_fixation_duration__wrong_mean | mean_max_fix_pupil_size_z__contrast | RT_normalized_critical__x__RT_normalized_answer_B | area_dwell_proportion__distance_furthest | last_before_confirm_answer_D | last_before_confirm_question | last_before_select_answer_C | last_visited_answer_C | last_visited_answer_B | last_visited_answer_D,0.5498652291105122,0.8831168831168831,0.6777408637873754,231,0.9777227722772277,0.8764792899408284,0.9243369734789392,1352
