run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
3_most_frequent_last_all,trial_level_log_reg,3887,0.8489837921276049,0.8542416234172849,3249,638,0.746650556824144,0.8542416234172849,0.7778050124605977,0.8960033110876074,0.8489837921276049,0.8622812823290321,0.923992528204965,0.9820795999465777,17,area_dwell_proportion__correct | has_xyx | mean_first_fixation_duration__wrong_mean | last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D | last_before_confirm_answer_A | last_before_confirm_answer_B | last_before_confirm_answer_C | last_before_confirm_answer_D | last_before_confirm_question | last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,0.5243088655862727,0.8620689655172413,0.6520450503852994,638,0.9689922480620154,0.8464142813173284,0.9035649745358961,3249
