run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
all_last_ans,trial_level_log_reg,1583,0.8553379658875553,0.8578809011501319,1352,231,0.7377832665322135,0.8578809011501319,0.7722878753330029,0.9043810136590632,0.8553379658875553,0.8696719250313848,0.9180338891877353,0.9813258689149713,109,mean_dwell_time__correct | mean_fixations_count__correct | mean_first_fixation_duration__correct | skip_rate__correct | area_dwell_proportion__correct | mean_avg_fix_pupil_size_z__correct | mean_max_fix_pupil_size_z__correct | mean_min_fix_pupil_size_z__correct | first_encounter_avg_pupil_size_z__correct | num_label_visits__correct | mean_dwell_time__wrong_mean | mean_fixations_count__wrong_mean | mean_first_fixation_duration__wrong_mean | skip_rate__wrong_mean | area_dwell_proportion__wrong_mean | mean_avg_fix_pupil_size_z__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | mean_min_fix_pupil_size_z__wrong_mean | first_encounter_avg_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_dwell_time__contrast | mean_fixations_count__contrast | mean_first_fixation_duration__contrast | skip_rate__contrast | area_dwell_proportion__contrast | mean_avg_fix_pupil_size_z__contrast | mean_max_fix_pupil_size_z__contrast | mean_min_fix_pupil_size_z__contrast | first_encounter_avg_pupil_size_z__contrast | num_label_visits__contrast | mean_dwell_time__distance_furthest | mean_fixations_count__distance_furthest | mean_first_fixation_duration__distance_furthest | skip_rate__distance_furthest | area_dwell_proportion__distance_furthest | mean_avg_fix_pupil_size_z__distance_furthest | mean_max_fix_pupil_size_z__distance_furthest | mean_min_fix_pupil_size_z__distance_furthest | first_encounter_avg_pupil_size_z__distance_furthest | num_label_visits__distance_furthest | mean_dwell_time__distance_closest | mean_fixations_count__distance_closest | mean_first_fixation_duration__distance_closest | skip_rate__distance_closest | area_dwell_proportion__distance_closest | mean_avg_fix_pupil_size_z__distance_closest | mean_max_fix_pupil_size_z__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | num_label_visits__distance_closest | mean_dwell_time__question | mean_fixations_count__question | mean_first_fixation_duration__question | skip_rate__question | area_dwell_proportion__question | mean_avg_fix_pupil_size_z__question | mean_max_fix_pupil_size_z__question | mean_min_fix_pupil_size_z__question | first_encounter_avg_pupil_size_z__question | num_label_visits__question | mean_dwell_time__answer_A | mean_dwell_time__answer_B | mean_dwell_time__answer_C | mean_dwell_time__answer_D | mean_fixations_count__answer_A | mean_fixations_count__answer_B | mean_fixations_count__answer_C | mean_fixations_count__answer_D | mean_first_fixation_duration__answer_A | mean_first_fixation_duration__answer_B | mean_first_fixation_duration__answer_C | mean_first_fixation_duration__answer_D | skip_rate__answer_A | skip_rate__answer_B | skip_rate__answer_C | skip_rate__answer_D | area_dwell_proportion__answer_A | area_dwell_proportion__answer_B | area_dwell_proportion__answer_C | area_dwell_proportion__answer_D | mean_avg_fix_pupil_size_z__answer_A | mean_avg_fix_pupil_size_z__answer_B | mean_avg_fix_pupil_size_z__answer_C | mean_avg_fix_pupil_size_z__answer_D | mean_max_fix_pupil_size_z__answer_A | mean_max_fix_pupil_size_z__answer_B | mean_max_fix_pupil_size_z__answer_C | mean_max_fix_pupil_size_z__answer_D | mean_min_fix_pupil_size_z__answer_A | mean_min_fix_pupil_size_z__answer_B | mean_min_fix_pupil_size_z__answer_C | mean_min_fix_pupil_size_z__answer_D | first_encounter_avg_pupil_size_z__answer_A | first_encounter_avg_pupil_size_z__answer_B | first_encounter_avg_pupil_size_z__answer_C | first_encounter_avg_pupil_size_z__answer_D | num_label_visits__answer_A | num_label_visits__answer_B | num_label_visits__answer_C | num_label_visits__answer_D | seq_len | has_xyx | has_xyxy | trial_mean_dwell | ANSWER_PRESS_NUMBER | last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D,0.5025252525252525,0.8614718614718615,0.6347687400318979,231,0.9730412805391744,0.8542899408284024,0.909807010634108,1352
