run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
full_last_confirm_pruned_t07_aic,trial_level_log_reg,3887,0.8222279392847954,0.8275300044093625,3249,638,0.7191923075929685,0.8275300044093625,0.7459373550693826,0.8823372647472196,0.8222279392847954,0.8394560007907172,0.904520899124013,0.977581560329468,20,last_before_confirm_answer_A | area_dwell_proportion__correct | num_label_visits__wrong_mean | last_before_confirm_answer_B | mean_first_fixation_duration__wrong_mean | has_xyx | skip_rate__contrast | last_before_confirm_answer_C | first_encounter_avg_pupil_size_z__correct | area_dwell_proportion__distance_furthest | skip_rate__distance_closest | mean_fixations_count__contrast | num_label_visits__distance_furthest | num_label_visits__distance_closest | skip_rate__correct | mean_max_fix_pupil_size_z__wrong_mean | first_encounter_avg_pupil_size_z__distance_closest | mean_fixations_count__distance_furthest | skip_rate__distance_furthest | has_xyxy,0.47631814119749777,0.835423197492163,0.6067159931701764,638,0.9620664739884393,0.819636811326562,0.8851587169685889,3249
