run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
select_1,trial_level_log_reg,1583,0.8041692987997473,0.7902370065831604,1352,231,0.6815140774560455,0.7902370065831604,0.7052672672672673,0.8743562978295233,0.8041692987997473,0.8261714955637888,0.8428750736443045,0.9630388406067478,8,skip_rate__correct | area_dwell_proportion__correct | num_label_visits__correct | skip_rate__wrong_mean | area_dwell_proportion__wrong_mean | num_label_visits__wrong_mean | seq_len | has_xyx,0.4091954022988506,0.7705627705627706,0.5345345345345346,231,0.9538327526132404,0.8099112426035503,0.876,1352
