run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
full_last_all,trial_level_log_reg,3887,0.8299459737586828,0.8352958373495196,3249,638,0.7268339680131801,0.8352958373495196,0.7549836839012999,0.8862332853616156,0.8299459737586828,0.8460192833513589,0.9096519691132356,0.9773292528973573,68,mean_dwell_time__correct | mean_fixations_count__correct | mean_first_fixation_duration__correct | skip_rate__correct | area_dwell_proportion__correct | mean_avg_fix_pupil_size_z__correct | mean_max_fix_pupil_size_z__correct | mean_min_fix_pupil_size_z__correct | first_encounter_avg_pupil_size_z__correct | num_label_visits__correct | mean_dwell_time__wrong_mean | mean_fixations_count__wrong_mean | mean_first_fixation_duration__wrong_mean | skip_rate__wrong_mean | area_dwell_proportion__wrong_mean | mean_avg_fix_pupil_size_z__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | mean_min_fix_pupil_size_z__wrong_mean | first_encounter_avg_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_dwell_time__contrast | mean_fixations_count__contrast | mean_first_fixation_duration__contrast | skip_rate__contrast | area_dwell_proportion__contrast | mean_avg_fix_pupil_size_z__contrast | mean_max_fix_pupil_size_z__contrast | mean_min_fix_pupil_size_z__contrast | first_encounter_avg_pupil_size_z__contrast | num_label_visits__contrast | mean_dwell_time__distance_furthest | mean_fixations_count__distance_furthest | mean_first_fixation_duration__distance_furthest | skip_rate__distance_furthest | area_dwell_proportion__distance_furthest | mean_avg_fix_pupil_size_z__distance_furthest | mean_max_fix_pupil_size_z__distance_furthest | mean_min_fix_pupil_size_z__distance_furthest | first_encounter_avg_pupil_size_z__distance_furthest | num_label_visits__distance_furthest | mean_dwell_time__distance_closest | mean_fixations_count__distance_closest | mean_first_fixation_duration__distance_closest | skip_rate__distance_closest | area_dwell_proportion__distance_closest | mean_avg_fix_pupil_size_z__distance_closest | mean_max_fix_pupil_size_z__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | num_label_visits__distance_closest | seq_len | has_xyx | has_xyxy | trial_mean_dwell | last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D | last_before_confirm_answer_A | last_before_confirm_answer_B | last_before_confirm_answer_C | last_before_confirm_answer_D | last_before_confirm_question | last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,0.4895359417652411,0.8432601880877743,0.6194588370754174,638,0.9641319942611191,0.827331486611265,0.8905085307271824,3249
