run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
select_1_plus_tso,trial_level_log_reg,1583,0.8104864181933038,0.8047033095110019,1352,231,0.6900202075870303,0.8047033095110019,0.7154010633656627,0.8804893501676122,0.8104864181933038,0.8318936128320953,0.8546037296037297,0.9665303351973551,18,skip_rate__correct | area_dwell_proportion__correct | num_label_visits__correct | skip_rate__wrong_mean | area_dwell_proportion__wrong_mean | num_label_visits__wrong_mean | seq_len | has_xyx | TimeSinceOffset_pure_question | TimeSinceOffset_pure_answer_A | TimeSinceOffset_pure_answer_B | TimeSinceOffset_pure_answer_C | TimeSinceOffset_pure_answer_D | TimeSinceOffset_normalized_question | TimeSinceOffset_normalized_answer_A | TimeSinceOffset_normalized_answer_B | TimeSinceOffset_normalized_answer_C | TimeSinceOffset_normalized_answer_D,0.42105263157894735,0.7965367965367965,0.5508982035928144,231,0.9589877835951134,0.8128698224852071,0.8799039231385108,1352
