run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
selected_no_last,trial_level_log_reg,3887,0.7898121944944687,0.7886154505220319,3249,638,0.6870245139475908,0.7886154505220319,0.7070518438734761,0.8634733199356895,0.7898121944944687,0.8116439423591547,0.8592552229719104,0.9639402176723241,8,skip_rate__correct | area_dwell_proportion__correct | num_label_visits__correct | skip_rate__wrong_mean | area_dwell_proportion__wrong_mean | num_label_visits__wrong_mean | seq_len | has_xyx,0.4243448858833474,0.786833855799373,0.5513454146073586,638,0.9497041420118343,0.7903970452446907,0.8627582731395935,3249
