run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
all_no_last_aic,trial_level_log_reg,1583,0.8092229943145925,0.7914009067855221,1352,231,0.6849192319414812,0.7914009067855221,0.709657710620931,0.8750208930878084,0.8092229943145925,0.8300597419268583,0.8670336074182229,0.970454932527103,39,area_dwell_proportion__correct | num_label_visits__answer_B | num_label_visits__contrast | mean_first_fixation_duration__answer_B | trial_mean_dwell | skip_rate__contrast | has_xyx | area_dwell_proportion__answer_D | mean_max_fix_pupil_size_z__wrong_mean | area_dwell_proportion__wrong_mean | num_label_visits__distance_furthest | num_label_visits__distance_closest | mean_first_fixation_duration__distance_closest | first_encounter_avg_pupil_size_z__contrast | num_label_visits__answer_D | first_encounter_avg_pupil_size_z__question | skip_rate__question | mean_min_fix_pupil_size_z__wrong_mean | area_dwell_proportion__distance_furthest | area_dwell_proportion__distance_closest | mean_dwell_time__contrast | ANSWER_PRESS_NUMBER | mean_fixations_count__distance_furthest | skip_rate__distance_closest | mean_dwell_time__correct | mean_min_fix_pupil_size_z__answer_C | skip_rate__wrong_mean | mean_dwell_time__distance_furthest | num_label_visits__question | mean_avg_fix_pupil_size_z__answer_D | mean_avg_fix_pupil_size_z__answer_B | mean_max_fix_pupil_size_z__distance_furthest | area_dwell_proportion__question | mean_first_fixation_duration__correct | mean_dwell_time__distance_closest | area_dwell_proportion__answer_B | mean_first_fixation_duration__distance_furthest | first_encounter_avg_pupil_size_z__answer_D | mean_first_fixation_duration__question,0.4164705882352941,0.7662337662337663,0.5396341463414634,231,0.9533678756476683,0.8165680473372781,0.8796812749003984,1352
