model_name,accuracy,balanced_accuracy,n_test,n_positive,n_negative,precision_0,recall_0,f1_0,support_0,precision_1,recall_1,f1_1,support_1,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,formula
full_features_correctness_glmer,0.8842294828916902,0.7128352007996673,3887,3249,638,0.7373737373737373,0.45768025078369906,0.5647969052224371,638,0.900887997708393,0.9679901508156356,0.9332344213649851,3249,0.8191308675410651,0.7128352007996673,0.749015663293711,0.874049279392594,0.8842294828916902,0.8727602419724084,0.8965908005453329,0.9744460903247422,is_correct ~ skip_rate_correct + area_dwell_proportion_correct + num_label_visits_correct + skip_rate_wrong_mean + area_dwell_proportion_wrong_mean + num_label_visits_wrong_mean + seq_len + has_xyx + (1|participant_id) + (1|text_id_with_q)
