run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
question_only,trial_level_log_reg,1583,0.7346809854706254,0.5772672839980533,1352,231,0.5555782030908127,0.5772672839980533,0.5590786583618943,0.7845111780597637,0.7346809854706254,0.7561259143067267,0.5972376981992367,0.8829269554056524,10,mean_dwell_time__question | mean_fixations_count__question | mean_first_fixation_duration__question | skip_rate__question | area_dwell_proportion__question | mean_avg_fix_pupil_size_z__question | mean_max_fix_pupil_size_z__question | mean_min_fix_pupil_size_z__question | first_encounter_avg_pupil_size_z__question | num_label_visits__question,0.23229461756373937,0.354978354978355,0.2808219178082192,231,0.8788617886178862,0.7995562130177515,0.8373353989155693,1352
