run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
10_most_frequent_last_confirm,trial_level_log_reg,1583,0.8540745420088439,0.8589359358590127,1352,231,0.7368977176669484,0.8589359358590127,0.7713950805990304,0.9046566194386789,0.8540745420088439,0.8687518833725608,0.917700888854735,0.9830057998988226,12,ANSWER_PRESS_NUMBER | RT_normalized_question | TFD_normalized_outside__x__TFD_normalized_answer_D | has_xyx | last_before_confirm_answer_B | last_before_select_answer_A | last_before_select_answer_D | last_before_select_question | last_visited_answer_A | num_label_visits__contrast | last_before_select_answer_B | last_before_select_answer_C,0.5,0.8658008658008658,0.6339144215530903,231,0.9737954353338969,0.8520710059171598,0.9088757396449704,1352
