run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
full_last_confirm_pruned_t08_aic,trial_level_log_reg,3887,0.8157962438898894,0.83249994452115,3249,638,0.716603027046053,0.83249994452115,0.7421831171189198,0.8844536357169905,0.8157962438898894,0.8347222957414531,0.8984659856758433,0.9749874039748847,24,last_before_confirm_answer_A | mean_fixations_count__wrong_mean | area_dwell_proportion__correct | last_before_confirm_answer_B | num_label_visits__distance_furthest | skip_rate__contrast | last_before_confirm_answer_C | has_xyx | num_label_visits__distance_closest | first_encounter_avg_pupil_size_z__correct | num_label_visits__wrong_mean | mean_first_fixation_duration__wrong_mean | mean_first_fixation_duration__distance_closest | area_dwell_proportion__distance_furthest | area_dwell_proportion__distance_closest | mean_dwell_time__correct | mean_first_fixation_duration__distance_furthest | first_encounter_avg_pupil_size_z__contrast | skip_rate__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | mean_fixations_count__distance_furthest | has_xyxy | mean_fixations_count__distance_closest | num_label_visits__correct,0.4667235494880546,0.8573667711598746,0.6044198895027625,638,0.9664825046040516,0.8076331178824253,0.8799463447350772,3249
