run_identifier,model_family,model,balanced_accuracy,accuracy,macro_f1,weighted_f1,n_test,n_features,trained_feature_cols,source_folder,n_positive,n_negative,macro_precision,macro_recall,weighted_precision,weighted_recall,roc_auc,average_precision,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1,source_csv
all_last_all_pruned_t05,logreg,trial_level_log_reg,0.8645921386306001,0.8698673404927353,0.7887320476207753,0.8814462813715064,1583,27,area_dwell_proportion__correct | mean_first_fixation_duration__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_max_fix_pupil_size_z__contrast | num_label_visits__contrast | mean_avg_fix_pupil_size_z__distance_furthest | skip_rate__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | mean_fixations_count__question | area_dwell_proportion__answer_B | area_dwell_proportion__answer_C | area_dwell_proportion__answer_D | has_xyx | has_xyxy | ANSWER_PRESS_NUMBER | last_visited_answer_A | last_visited_answer_C | last_before_confirm_answer_B | last_before_confirm_answer_D | last_before_confirm_question | last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,..\reports\report_data\answer_correctness\new_subject\logreg\all_last_all_pruned_t05,1352,231,0.7532324997998452,0.8645921386306001,0.9086993920908436,0.8698673404927353,0.9284017264786496,0.9830832658687524,0.5336927223719676,0.8571428571428571,0.6578073089700996,231,0.9727722772277227,0.8720414201183432,0.9196567862714508,1352,..\reports\report_data\answer_correctness\new_subject\logreg\all_last_all_pruned_t05\model_summary.csv
all_last_confirm,logreg,trial_level_log_reg,0.8641134506519121,0.8629185091598232,0.7815833965460126,0.8759691742272564,1583,110,mean_dwell_time__correct | mean_fixations_count__correct | mean_first_fixation_duration__correct | skip_rate__correct | area_dwell_proportion__correct | mean_avg_fix_pupil_size_z__correct | mean_max_fix_pupil_size_z__correct | mean_min_fix_pupil_size_z__correct | first_encounter_avg_pupil_size_z__correct | num_label_visits__correct | mean_dwell_time__wrong_mean | mean_fixations_count__wrong_mean | mean_first_fixation_duration__wrong_mean | skip_rate__wrong_mean | area_dwell_proportion__wrong_mean | mean_avg_fix_pupil_size_z__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | mean_min_fix_pupil_size_z__wrong_mean | first_encounter_avg_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_dwell_time__contrast | mean_fixations_count__contrast | mean_first_fixation_duration__contrast | skip_rate__contrast | area_dwell_proportion__contrast | mean_avg_fix_pupil_size_z__contrast | mean_max_fix_pupil_size_z__contrast | mean_min_fix_pupil_size_z__contrast | first_encounter_avg_pupil_size_z__contrast | num_label_visits__contrast | mean_dwell_time__distance_furthest | mean_fixations_count__distance_furthest | mean_first_fixation_duration__distance_furthest | skip_rate__distance_furthest | area_dwell_proportion__distance_furthest | mean_avg_fix_pupil_size_z__distance_furthest | mean_max_fix_pupil_size_z__distance_furthest | mean_min_fix_pupil_size_z__distance_furthest | first_encounter_avg_pupil_size_z__distance_furthest | num_label_visits__distance_furthest | mean_dwell_time__distance_closest | mean_fixations_count__distance_closest | mean_first_fixation_duration__distance_closest | skip_rate__distance_closest | area_dwell_proportion__distance_closest | mean_avg_fix_pupil_size_z__distance_closest | mean_max_fix_pupil_size_z__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | num_label_visits__distance_closest | mean_dwell_time__question | mean_fixations_count__question | mean_first_fixation_duration__question | skip_rate__question | area_dwell_proportion__question | mean_avg_fix_pupil_size_z__question | mean_max_fix_pupil_size_z__question | mean_min_fix_pupil_size_z__question | first_encounter_avg_pupil_size_z__question | num_label_visits__question | mean_dwell_time__answer_A | mean_dwell_time__answer_B | mean_dwell_time__answer_C | mean_dwell_time__answer_D | mean_fixations_count__answer_A | mean_fixations_count__answer_B | mean_fixations_count__answer_C | mean_fixations_count__answer_D | mean_first_fixation_duration__answer_A | mean_first_fixation_duration__answer_B | mean_first_fixation_duration__answer_C | mean_first_fixation_duration__answer_D | skip_rate__answer_A | skip_rate__answer_B | skip_rate__answer_C | skip_rate__answer_D | area_dwell_proportion__answer_A | area_dwell_proportion__answer_B | area_dwell_proportion__answer_C | area_dwell_proportion__answer_D | mean_avg_fix_pupil_size_z__answer_A | mean_avg_fix_pupil_size_z__answer_B | mean_avg_fix_pupil_size_z__answer_C | mean_avg_fix_pupil_size_z__answer_D | mean_max_fix_pupil_size_z__answer_A | mean_max_fix_pupil_size_z__answer_B | mean_max_fix_pupil_size_z__answer_C | mean_max_fix_pupil_size_z__answer_D | mean_min_fix_pupil_size_z__answer_A | mean_min_fix_pupil_size_z__answer_B | mean_min_fix_pupil_size_z__answer_C | mean_min_fix_pupil_size_z__answer_D | first_encounter_avg_pupil_size_z__answer_A | first_encounter_avg_pupil_size_z__answer_B | first_encounter_avg_pupil_size_z__answer_C | first_encounter_avg_pupil_size_z__answer_D | num_label_visits__answer_A | num_label_visits__answer_B | num_label_visits__answer_C | num_label_visits__answer_D | seq_len | has_xyx | has_xyxy | trial_mean_dwell | ANSWER_PRESS_NUMBER | last_before_confirm_answer_A | last_before_confirm_answer_B | last_before_confirm_answer_C | last_before_confirm_answer_D | last_before_confirm_question,..\reports\report_data\answer_correctness\new_subject\logreg\all_last_confirm,1352,231,0.7461183182481246,0.8641134506519121,0.9075646980409904,0.8629185091598232,0.9181555623863316,0.9809077635361272,0.5181347150259067,0.8658008658008658,0.6482982171799028,231,0.9741019214703424,0.8624260355029586,0.9148685759121225,1352,..\reports\report_data\answer_correctness\new_subject\logreg\all_last_confirm\model_summary.csv
baseline_last_all,logreg,trial_level_log_reg,0.8603719997950767,0.8749210360075805,0.7926859274545599,0.8851488729790695,1583,14,last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D | last_before_confirm_answer_A | last_before_confirm_answer_B | last_before_confirm_answer_C | last_before_confirm_answer_D | last_before_confirm_question | last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,..\reports\report_data\answer_correctness\new_subject\logreg\baseline_last_all,1352,231,0.7581742900399138,0.8603719997950767,0.9080862055379144,0.8749210360075805,0.9171629652398884,0.9808863818563291,0.5464788732394367,0.8398268398268398,0.6621160409556314,231,0.9698697068403908,0.8809171597633136,0.9232558139534884,1352,..\reports\report_data\answer_correctness\new_subject\logreg\baseline_last_all\model_summary.csv
select_1_last_ans,logreg,trial_level_log_reg,0.8601974948128794,0.8439671509791535,0.7622667894850444,0.8609587132295448,1583,12,skip_rate__correct | area_dwell_proportion__correct | num_label_visits__correct | skip_rate__wrong_mean | area_dwell_proportion__wrong_mean | num_label_visits__wrong_mean | seq_len | has_xyx | last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D,..\reports\report_data\answer_correctness\new_subject\logreg\select_1_last_ans,1352,231,0.7289180653458577,0.8601974948128794,0.9043874871076598,0.8439671509791535,0.914130741053818,0.98019767907663,0.4811320754716981,0.8831168831168831,0.6229007633587786,231,0.9767040552200172,0.8372781065088757,0.9016328156113104,1352,..\reports\report_data\answer_correctness\new_subject\logreg\select_1_last_ans\model_summary.csv
all_last_ans_pruned_t09,logreg,trial_level_log_reg,0.859675580829427,0.8553379658875553,0.7728329781240816,0.8697806629069476,1583,75,mean_dwell_time__correct | mean_first_fixation_duration__correct | skip_rate__correct | area_dwell_proportion__correct | mean_max_fix_pupil_size_z__correct | mean_min_fix_pupil_size_z__correct | first_encounter_avg_pupil_size_z__correct | num_label_visits__correct | mean_fixations_count__wrong_mean | mean_first_fixation_duration__wrong_mean | skip_rate__wrong_mean | area_dwell_proportion__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_dwell_time__contrast | mean_fixations_count__contrast | mean_first_fixation_duration__contrast | skip_rate__contrast | mean_max_fix_pupil_size_z__contrast | mean_min_fix_pupil_size_z__contrast | first_encounter_avg_pupil_size_z__contrast | num_label_visits__contrast | mean_dwell_time__distance_furthest | mean_fixations_count__distance_furthest | mean_first_fixation_duration__distance_furthest | skip_rate__distance_furthest | area_dwell_proportion__distance_furthest | mean_avg_fix_pupil_size_z__distance_furthest | first_encounter_avg_pupil_size_z__distance_furthest | num_label_visits__distance_furthest | mean_dwell_time__distance_closest | mean_fixations_count__distance_closest | mean_first_fixation_duration__distance_closest | skip_rate__distance_closest | area_dwell_proportion__distance_closest | mean_avg_fix_pupil_size_z__distance_closest | mean_max_fix_pupil_size_z__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | num_label_visits__distance_closest | mean_fixations_count__question | mean_first_fixation_duration__question | area_dwell_proportion__question | mean_max_fix_pupil_size_z__question | num_label_visits__question | mean_fixations_count__answer_B | mean_fixations_count__answer_C | mean_fixations_count__answer_D | mean_first_fixation_duration__answer_B | mean_first_fixation_duration__answer_C | mean_first_fixation_duration__answer_D | skip_rate__answer_B | skip_rate__answer_C | skip_rate__answer_D | area_dwell_proportion__answer_B | area_dwell_proportion__answer_C | area_dwell_proportion__answer_D | mean_max_fix_pupil_size_z__answer_B | mean_max_fix_pupil_size_z__answer_C | mean_max_fix_pupil_size_z__answer_D | mean_min_fix_pupil_size_z__answer_B | first_encounter_avg_pupil_size_z__answer_B | first_encounter_avg_pupil_size_z__answer_C | first_encounter_avg_pupil_size_z__answer_D | num_label_visits__answer_B | num_label_visits__answer_C | num_label_visits__answer_D | has_xyx | has_xyxy | trial_mean_dwell | ANSWER_PRESS_NUMBER | last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D,..\reports\report_data\answer_correctness\new_subject\logreg\all_last_ans_pruned_t09,1352,231,0.7381761126306638,0.859675580829427,0.9050610395696412,0.8553379658875553,0.91863264940188,0.9814160562212152,0.5025125628140703,0.8658008658008658,0.6359300476947536,231,0.9738396624472574,0.8535502958579881,0.9097359085534096,1352,..\reports\report_data\answer_correctness\new_subject\logreg\all_last_ans_pruned_t09\model_summary.csv
all_last_ans_aic,logreg,trial_level_log_reg,0.858250723635339,0.8559696778269109,0.7730094840381374,0.8701864717468261,1583,40,last_visited_answer_A | mean_fixations_count__wrong_mean | area_dwell_proportion__contrast | num_label_visits__answer_B | num_label_visits__contrast | last_visited_answer_D | mean_first_fixation_duration__contrast | trial_mean_dwell | first_encounter_avg_pupil_size_z__correct | area_dwell_proportion__answer_D | has_xyx | last_visited_answer_B | skip_rate__answer_B | num_label_visits__distance_furthest | mean_dwell_time__distance_closest | ANSWER_PRESS_NUMBER | mean_avg_fix_pupil_size_z__answer_C | skip_rate__distance_closest | area_dwell_proportion__distance_furthest | area_dwell_proportion__distance_closest | skip_rate__answer_C | num_label_visits__distance_closest | skip_rate__question | area_dwell_proportion__question | skip_rate__contrast | mean_dwell_time__distance_furthest | mean_dwell_time__correct | first_encounter_avg_pupil_size_z__question | mean_max_fix_pupil_size_z__correct | mean_dwell_time__wrong_mean | mean_first_fixation_duration__answer_B | mean_first_fixation_duration__distance_furthest | mean_max_fix_pupil_size_z__contrast | mean_min_fix_pupil_size_z__wrong_mean | area_dwell_proportion__answer_B | mean_max_fix_pupil_size_z__answer_C | mean_max_fix_pupil_size_z__distance_closest | num_label_visits__question | mean_max_fix_pupil_size_z__question | area_dwell_proportion__correct,..\reports\report_data\answer_correctness\new_subject\logreg\all_last_ans_aic,1352,231,0.7384307207092018,0.858250723635339,0.904586043444324,0.8559696778269109,0.9194491406029868,0.9817694566855126,0.5037974683544304,0.8614718614718615,0.6357827476038339,231,0.9730639730639732,0.8550295857988166,0.9102362204724408,1352,..\reports\report_data\answer_correctness\new_subject\logreg\all_last_ans_aic\model_summary.csv
all_last_ans,logreg,trial_level_log_reg,0.8578809011501319,0.8553379658875553,0.7722878753330029,0.8696719250313848,1583,109,mean_dwell_time__correct | mean_fixations_count__correct | mean_first_fixation_duration__correct | skip_rate__correct | area_dwell_proportion__correct | mean_avg_fix_pupil_size_z__correct | mean_max_fix_pupil_size_z__correct | mean_min_fix_pupil_size_z__correct | first_encounter_avg_pupil_size_z__correct | num_label_visits__correct | mean_dwell_time__wrong_mean | mean_fixations_count__wrong_mean | mean_first_fixation_duration__wrong_mean | skip_rate__wrong_mean | area_dwell_proportion__wrong_mean | mean_avg_fix_pupil_size_z__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | mean_min_fix_pupil_size_z__wrong_mean | first_encounter_avg_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_dwell_time__contrast | mean_fixations_count__contrast | mean_first_fixation_duration__contrast | skip_rate__contrast | area_dwell_proportion__contrast | mean_avg_fix_pupil_size_z__contrast | mean_max_fix_pupil_size_z__contrast | mean_min_fix_pupil_size_z__contrast | first_encounter_avg_pupil_size_z__contrast | num_label_visits__contrast | mean_dwell_time__distance_furthest | mean_fixations_count__distance_furthest | mean_first_fixation_duration__distance_furthest | skip_rate__distance_furthest | area_dwell_proportion__distance_furthest | mean_avg_fix_pupil_size_z__distance_furthest | mean_max_fix_pupil_size_z__distance_furthest | mean_min_fix_pupil_size_z__distance_furthest | first_encounter_avg_pupil_size_z__distance_furthest | num_label_visits__distance_furthest | mean_dwell_time__distance_closest | mean_fixations_count__distance_closest | mean_first_fixation_duration__distance_closest | skip_rate__distance_closest | area_dwell_proportion__distance_closest | mean_avg_fix_pupil_size_z__distance_closest | mean_max_fix_pupil_size_z__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | num_label_visits__distance_closest | mean_dwell_time__question | mean_fixations_count__question | mean_first_fixation_duration__question | skip_rate__question | area_dwell_proportion__question | mean_avg_fix_pupil_size_z__question | mean_max_fix_pupil_size_z__question | mean_min_fix_pupil_size_z__question | first_encounter_avg_pupil_size_z__question | num_label_visits__question | mean_dwell_time__answer_A | mean_dwell_time__answer_B | mean_dwell_time__answer_C | mean_dwell_time__answer_D | mean_fixations_count__answer_A | mean_fixations_count__answer_B | mean_fixations_count__answer_C | mean_fixations_count__answer_D | mean_first_fixation_duration__answer_A | mean_first_fixation_duration__answer_B | mean_first_fixation_duration__answer_C | mean_first_fixation_duration__answer_D | skip_rate__answer_A | skip_rate__answer_B | skip_rate__answer_C | skip_rate__answer_D | area_dwell_proportion__answer_A | area_dwell_proportion__answer_B | area_dwell_proportion__answer_C | area_dwell_proportion__answer_D | mean_avg_fix_pupil_size_z__answer_A | mean_avg_fix_pupil_size_z__answer_B | mean_avg_fix_pupil_size_z__answer_C | mean_avg_fix_pupil_size_z__answer_D | mean_max_fix_pupil_size_z__answer_A | mean_max_fix_pupil_size_z__answer_B | mean_max_fix_pupil_size_z__answer_C | mean_max_fix_pupil_size_z__answer_D | mean_min_fix_pupil_size_z__answer_A | mean_min_fix_pupil_size_z__answer_B | mean_min_fix_pupil_size_z__answer_C | mean_min_fix_pupil_size_z__answer_D | first_encounter_avg_pupil_size_z__answer_A | first_encounter_avg_pupil_size_z__answer_B | first_encounter_avg_pupil_size_z__answer_C | first_encounter_avg_pupil_size_z__answer_D | num_label_visits__answer_A | num_label_visits__answer_B | num_label_visits__answer_C | num_label_visits__answer_D | seq_len | has_xyx | has_xyxy | trial_mean_dwell | ANSWER_PRESS_NUMBER | last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D,..\reports\report_data\answer_correctness\new_subject\logreg\all_last_ans,1352,231,0.7377832665322135,0.8578809011501319,0.9043810136590632,0.8553379658875553,0.9180338891877352,0.9813258689149712,0.5025252525252525,0.8614718614718615,0.6347687400318979,231,0.9730412805391744,0.8542899408284024,0.909807010634108,1352,..\reports\report_data\answer_correctness\new_subject\logreg\all_last_ans\model_summary.csv
all_last_ans_pruned_t07,logreg,trial_level_log_reg,0.8578809011501319,0.8553379658875553,0.7722878753330029,0.8696719250313848,1583,36,skip_rate__correct | area_dwell_proportion__correct | first_encounter_avg_pupil_size_z__correct | mean_first_fixation_duration__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_fixations_count__contrast | skip_rate__contrast | mean_max_fix_pupil_size_z__contrast | num_label_visits__contrast | mean_fixations_count__distance_furthest | skip_rate__distance_furthest | area_dwell_proportion__distance_furthest | mean_avg_fix_pupil_size_z__distance_furthest | first_encounter_avg_pupil_size_z__distance_furthest | num_label_visits__distance_furthest | skip_rate__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | num_label_visits__distance_closest | mean_fixations_count__question | area_dwell_proportion__question | mean_max_fix_pupil_size_z__question | skip_rate__answer_B | skip_rate__answer_C | skip_rate__answer_D | area_dwell_proportion__answer_B | area_dwell_proportion__answer_C | area_dwell_proportion__answer_D | has_xyx | has_xyxy | ANSWER_PRESS_NUMBER | last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D,..\reports\report_data\answer_correctness\new_subject\logreg\all_last_ans_pruned_t07,1352,231,0.7377832665322135,0.8578809011501319,0.9043810136590632,0.8553379658875553,0.9175503983196288,0.9819926981696928,0.5025252525252525,0.8614718614718615,0.6347687400318979,231,0.9730412805391744,0.8542899408284024,0.909807010634108,1352,..\reports\report_data\answer_correctness\new_subject\logreg\all_last_ans_pruned_t07\model_summary.csv
select_1_last_confirm,logreg,trial_level_log_reg,0.8574022131714439,0.848389134554643,0.7655405305330509,0.8642369015300805,1583,13,skip_rate__correct | area_dwell_proportion__correct | num_label_visits__correct | skip_rate__wrong_mean | area_dwell_proportion__wrong_mean | num_label_visits__wrong_mean | seq_len | has_xyx | last_before_confirm_answer_A | last_before_confirm_answer_B | last_before_confirm_answer_C | last_before_confirm_answer_D | last_before_confirm_question,..\reports\report_data\answer_correctness\new_subject\logreg\select_1_last_confirm,1352,231,0.7317269126329687,0.8574022131714439,0.9035775706805336,0.848389134554643,0.9123312584851048,0.9788854110722116,0.4890510948905109,0.8701298701298701,0.6261682242990654,231,0.9744027303754266,0.8446745562130178,0.9049128367670364,1352,..\reports\report_data\answer_correctness\new_subject\logreg\select_1_last_confirm\model_summary.csv
all_last_select_aic,logreg,trial_level_log_reg,0.8485376802684494,0.8547062539481997,0.7687824196145971,0.8685965318301084,1583,38,last_before_select_answer_A | num_label_visits__contrast | mean_fixations_count__wrong_mean | area_dwell_proportion__correct | num_label_visits__answer_B | skip_rate__contrast | area_dwell_proportion__answer_D | mean_first_fixation_duration__answer_B | has_xyx | first_encounter_avg_pupil_size_z__correct | trial_mean_dwell | area_dwell_proportion__distance_furthest | last_before_select_answer_D | num_label_visits__distance_closest | num_label_visits__distance_furthest | last_before_select_question | ANSWER_PRESS_NUMBER | area_dwell_proportion__distance_closest | mean_max_fix_pupil_size_z__wrong_mean | mean_dwell_time__correct | first_encounter_avg_pupil_size_z__question | mean_min_fix_pupil_size_z__answer_B | num_label_visits__correct | skip_rate__distance_closest | mean_dwell_time__wrong_mean | mean_dwell_time__distance_furthest | mean_avg_fix_pupil_size_z__answer_B | area_dwell_proportion__answer_C | skip_rate__question | area_dwell_proportion__question | last_before_select_answer_C | mean_max_fix_pupil_size_z__distance_closest | mean_first_fixation_duration__distance_furthest | skip_rate__distance_furthest | has_xyxy | skip_rate__answer_C | num_label_visits__question | mean_fixations_count__distance_closest,..\reports\report_data\answer_correctness\new_subject\logreg\all_last_select_aic,1352,231,0.7351777674072921,0.8485376802684494,0.9008037666809106,0.8547062539481997,0.904630625784472,0.9781958792767512,0.5012919896640827,0.8398268398268398,0.627831715210356,231,0.9690635451505016,0.8572485207100592,0.9097331240188384,1352,..\reports\report_data\answer_correctness\new_subject\logreg\all_last_select_aic\model_summary.csv
all_last_select,logreg,trial_level_log_reg,0.8427293859986168,0.8509159823120657,0.7633302080429769,0.8652862339574614,1583,110,mean_dwell_time__correct | mean_fixations_count__correct | mean_first_fixation_duration__correct | skip_rate__correct | area_dwell_proportion__correct | mean_avg_fix_pupil_size_z__correct | mean_max_fix_pupil_size_z__correct | mean_min_fix_pupil_size_z__correct | first_encounter_avg_pupil_size_z__correct | num_label_visits__correct | mean_dwell_time__wrong_mean | mean_fixations_count__wrong_mean | mean_first_fixation_duration__wrong_mean | skip_rate__wrong_mean | area_dwell_proportion__wrong_mean | mean_avg_fix_pupil_size_z__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | mean_min_fix_pupil_size_z__wrong_mean | first_encounter_avg_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_dwell_time__contrast | mean_fixations_count__contrast | mean_first_fixation_duration__contrast | skip_rate__contrast | area_dwell_proportion__contrast | mean_avg_fix_pupil_size_z__contrast | mean_max_fix_pupil_size_z__contrast | mean_min_fix_pupil_size_z__contrast | first_encounter_avg_pupil_size_z__contrast | num_label_visits__contrast | mean_dwell_time__distance_furthest | mean_fixations_count__distance_furthest | mean_first_fixation_duration__distance_furthest | skip_rate__distance_furthest | area_dwell_proportion__distance_furthest | mean_avg_fix_pupil_size_z__distance_furthest | mean_max_fix_pupil_size_z__distance_furthest | mean_min_fix_pupil_size_z__distance_furthest | first_encounter_avg_pupil_size_z__distance_furthest | num_label_visits__distance_furthest | mean_dwell_time__distance_closest | mean_fixations_count__distance_closest | mean_first_fixation_duration__distance_closest | skip_rate__distance_closest | area_dwell_proportion__distance_closest | mean_avg_fix_pupil_size_z__distance_closest | mean_max_fix_pupil_size_z__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | num_label_visits__distance_closest | mean_dwell_time__question | mean_fixations_count__question | mean_first_fixation_duration__question | skip_rate__question | area_dwell_proportion__question | mean_avg_fix_pupil_size_z__question | mean_max_fix_pupil_size_z__question | mean_min_fix_pupil_size_z__question | first_encounter_avg_pupil_size_z__question | num_label_visits__question | mean_dwell_time__answer_A | mean_dwell_time__answer_B | mean_dwell_time__answer_C | mean_dwell_time__answer_D | mean_fixations_count__answer_A | mean_fixations_count__answer_B | mean_fixations_count__answer_C | mean_fixations_count__answer_D | mean_first_fixation_duration__answer_A | mean_first_fixation_duration__answer_B | mean_first_fixation_duration__answer_C | mean_first_fixation_duration__answer_D | skip_rate__answer_A | skip_rate__answer_B | skip_rate__answer_C | skip_rate__answer_D | area_dwell_proportion__answer_A | area_dwell_proportion__answer_B | area_dwell_proportion__answer_C | area_dwell_proportion__answer_D | mean_avg_fix_pupil_size_z__answer_A | mean_avg_fix_pupil_size_z__answer_B | mean_avg_fix_pupil_size_z__answer_C | mean_avg_fix_pupil_size_z__answer_D | mean_max_fix_pupil_size_z__answer_A | mean_max_fix_pupil_size_z__answer_B | mean_max_fix_pupil_size_z__answer_C | mean_max_fix_pupil_size_z__answer_D | mean_min_fix_pupil_size_z__answer_A | mean_min_fix_pupil_size_z__answer_B | mean_min_fix_pupil_size_z__answer_C | mean_min_fix_pupil_size_z__answer_D | first_encounter_avg_pupil_size_z__answer_A | first_encounter_avg_pupil_size_z__answer_B | first_encounter_avg_pupil_size_z__answer_C | first_encounter_avg_pupil_size_z__answer_D | num_label_visits__answer_A | num_label_visits__answer_B | num_label_visits__answer_C | num_label_visits__answer_D | seq_len | has_xyx | has_xyxy | trial_mean_dwell | ANSWER_PRESS_NUMBER | last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,..\reports\report_data\answer_correctness\new_subject\logreg\all_last_select,1352,231,0.7304549740992883,0.8427293859986168,0.8982025395732306,0.8509159823120657,0.9027478931325088,0.977506117166076,0.493573264781491,0.8311688311688312,0.6193548387096774,231,0.9673366834170856,0.8542899408284024,0.9073055773762764,1352,..\reports\report_data\answer_correctness\new_subject\logreg\all_last_select\model_summary.csv
all_last_select_pruned_t09,logreg,trial_level_log_reg,0.8416199185429956,0.8490208464939988,0.7611944537896811,0.8637500644371187,1583,76,mean_dwell_time__correct | mean_first_fixation_duration__correct | skip_rate__correct | area_dwell_proportion__correct | mean_max_fix_pupil_size_z__correct | mean_min_fix_pupil_size_z__correct | first_encounter_avg_pupil_size_z__correct | num_label_visits__correct | mean_fixations_count__wrong_mean | mean_first_fixation_duration__wrong_mean | skip_rate__wrong_mean | area_dwell_proportion__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_dwell_time__contrast | mean_fixations_count__contrast | mean_first_fixation_duration__contrast | skip_rate__contrast | mean_max_fix_pupil_size_z__contrast | mean_min_fix_pupil_size_z__contrast | first_encounter_avg_pupil_size_z__contrast | num_label_visits__contrast | mean_dwell_time__distance_furthest | mean_fixations_count__distance_furthest | mean_first_fixation_duration__distance_furthest | skip_rate__distance_furthest | area_dwell_proportion__distance_furthest | mean_avg_fix_pupil_size_z__distance_furthest | first_encounter_avg_pupil_size_z__distance_furthest | num_label_visits__distance_furthest | mean_dwell_time__distance_closest | mean_fixations_count__distance_closest | mean_first_fixation_duration__distance_closest | skip_rate__distance_closest | area_dwell_proportion__distance_closest | mean_avg_fix_pupil_size_z__distance_closest | mean_max_fix_pupil_size_z__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | num_label_visits__distance_closest | mean_fixations_count__question | mean_first_fixation_duration__question | area_dwell_proportion__question | mean_max_fix_pupil_size_z__question | num_label_visits__question | mean_fixations_count__answer_B | mean_fixations_count__answer_C | mean_fixations_count__answer_D | mean_first_fixation_duration__answer_B | mean_first_fixation_duration__answer_C | mean_first_fixation_duration__answer_D | skip_rate__answer_B | skip_rate__answer_C | skip_rate__answer_D | area_dwell_proportion__answer_B | area_dwell_proportion__answer_C | area_dwell_proportion__answer_D | mean_max_fix_pupil_size_z__answer_B | mean_max_fix_pupil_size_z__answer_C | mean_max_fix_pupil_size_z__answer_D | mean_min_fix_pupil_size_z__answer_B | first_encounter_avg_pupil_size_z__answer_B | first_encounter_avg_pupil_size_z__answer_C | first_encounter_avg_pupil_size_z__answer_D | num_label_visits__answer_B | num_label_visits__answer_C | num_label_visits__answer_D | has_xyx | has_xyxy | trial_mean_dwell | ANSWER_PRESS_NUMBER | last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,..\reports\report_data\answer_correctness\new_subject\logreg\all_last_select_pruned_t09,1352,231,0.7285251632139002,0.8416199185429956,0.8975810592802211,0.8490208464939988,0.9035131535131534,0.9777378129494894,0.4897959183673469,0.8311688311688312,0.6163723916532905,231,0.9672544080604534,0.8520710059171598,0.9060165159260716,1352,..\reports\report_data\answer_correctness\new_subject\logreg\all_last_select_pruned_t09\model_summary.csv
