run_identifier,model_family,model,balanced_accuracy,accuracy,macro_f1,weighted_f1,n_test,n_features,trained_feature_cols,source_folder,n_positive,n_negative,macro_precision,macro_recall,weighted_precision,weighted_recall,roc_auc,average_precision,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1,source_csv
SELECTION + LAST,logreg,trial_level_log_reg,0.8292682926829269,0.85,0.7579560735096369,0.863682205289108,240,12,area_dwell_proportion__correct | area_dwell_proportion__question | skip_rate__correct | has_xyx | ANSWER_PRESS_NUMBER | num_label_visits__correct | num_label_visits__contrast | mean_fixations_count__question | mean_fixations_count__wrong_mean | mean_max_fix_pupil_size_z__correct | last_before_confirm_correct | last_before_confirm_question,..\reports\report_data\answer_correctness\both\logreg\SELECTION + LAST,205,35,0.72648835202761,0.8292682926829269,0.8931310516728981,0.85,0.9332404181184668,0.9884427742001544,0.4912280701754385,0.8,0.6086956521739131,35,0.9617486338797814,0.8585365853658536,0.9072164948453608,205,..\reports\report_data\answer_correctness\both\logreg\SELECTION + LAST\model_summary.csv
LAST,logreg,trial_level_log_reg,0.8257839721254355,0.7833333333333333,0.7008915731952833,0.8121225194132873,240,2,last_before_confirm_correct | last_before_confirm_question,..\reports\report_data\answer_correctness\both\logreg\LAST,205,35,0.6837801713971223,0.8257839721254355,0.8901708729721938,0.7833333333333333,0.825226480836237,0.946589948730848,0.3924050632911392,0.8857142857142857,0.543859649122807,35,0.9751552795031057,0.7658536585365854,0.8579234972677595,205,..\reports\report_data\answer_correctness\both\logreg\LAST\model_summary.csv
SELECTION - 10 features best performer,logreg,trial_level_log_reg,0.8149825783972126,0.8458333333333333,0.7491454560863301,0.8594604838178104,240,10,area_dwell_proportion__correct | area_dwell_proportion__question | skip_rate__correct | has_xyx | ANSWER_PRESS_NUMBER | num_label_visits__correct | num_label_visits__contrast | mean_fixations_count__question | mean_fixations_count__wrong_mean | mean_max_fix_pupil_size_z__correct,..\reports\report_data\answer_correctness\both\logreg\SELECTION - 10 features best performer,205,35,0.719332298136646,0.8149825783972126,0.8873414855072463,0.8458333333333333,0.8774912891986063,0.975574999328664,0.4821428571428571,0.7714285714285715,0.5934065934065934,35,0.9565217391304348,0.8585365853658536,0.9048843187660668,205,..\reports\report_data\answer_correctness\both\logreg\SELECTION - 10 features best performer\model_summary.csv
BASELINE - correct+mean_wrong RT,logreg,trial_level_log_reg,0.7094076655052265,0.7666666666666667,0.6463157894736842,0.7924561403508772,240,2,RT_normalized_correct | RT_normalized_wrong_mean,..\reports\report_data\answer_correctness\both\logreg\BASELINE - correct+mean_wrong RT,205,35,0.6320879120879122,0.7094076655052265,0.84007326007326,0.7666666666666667,0.8047386759581883,0.9454932693054654,0.3384615384615385,0.6285714285714286,0.44,35,0.9257142857142856,0.7902439024390244,0.8526315789473684,205,..\reports\report_data\answer_correctness\both\logreg\BASELINE - correct+mean_wrong RT\model_summary.csv
BASELINE - total_answering_RT,logreg,trial_level_log_reg,0.6348432055749129,0.7,0.5754299754299754,0.7383292383292382,240,1,total_answering_RT,..\reports\report_data\answer_correctness\both\logreg\BASELINE - total_answering_RT,205,35,0.5781818181818182,0.6348432055749129,0.8082828282828284,0.7,0.7069686411149826,0.928480325040541,0.2533333333333333,0.5428571428571428,0.3454545454545454,35,0.9030303030303032,0.7268292682926829,0.8054054054054054,205,..\reports\report_data\answer_correctness\both\logreg\BASELINE - total_answering_RT\model_summary.csv
