run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
LAST,trial_level_log_reg,2038,0.7095191364082434,0.7742916666666667,1750,288,0.6394602087015471,0.7742916666666667,0.6293110970461543,0.8754651679347037,0.7095191364082434,0.7530074615476039,0.7822827380952382,0.9373888323175701,2,last_before_confirm_correct | last_before_confirm_question,0.3104738154613466,0.8645833333333334,0.45688073394495415,288,0.9684466019417476,0.684,0.8017414601473544,1750
