run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
full_last_ans_pruned_t07_aic,trial_level_log_reg,3887,0.8157962438898894,0.8280913056440805,3249,638,0.7152053267818119,0.8280913056440805,0.7407819018658615,0.8823873029557076,0.8157962438898894,0.8344511735180551,0.8986401410224125,0.9752398945730855,20,last_visited_answer_A | area_dwell_proportion__correct | num_label_visits__wrong_mean | last_visited_answer_B | mean_first_fixation_duration__wrong_mean | has_xyx | skip_rate__contrast | last_visited_answer_C | first_encounter_avg_pupil_size_z__correct | area_dwell_proportion__distance_furthest | skip_rate__distance_closest | num_label_visits__distance_furthest | num_label_visits__distance_closest | mean_fixations_count__contrast | skip_rate__correct | mean_max_fix_pupil_size_z__wrong_mean | first_encounter_avg_pupil_size_z__distance_closest | skip_rate__distance_furthest | mean_fixations_count__distance_furthest | has_xyxy,0.46632124352331605,0.8463949843260188,0.6013363028953229,638,0.9640894100403078,0.8097876269621422,0.8802275008364001,3249
