run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
general_pruned_t09_aic,trial_level_log_reg,1583,0.8104864181933038,0.7867565127180511,1352,231,0.6841905549316979,0.7867565127180511,0.7089474303533081,0.8732128015488678,0.8104864181933038,0.8306856179133458,0.8592080995927149,0.9684617483193377,30,area_dwell_proportion__correct | num_label_visits__wrong_mean | num_label_visits__correct | trial_mean_dwell | mean_first_fixation_duration__contrast | num_label_visits__distance_furthest | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__distance_closest | has_xyx | area_dwell_proportion__question | skip_rate__contrast | first_encounter_avg_pupil_size_z__contrast | area_dwell_proportion__distance_furthest | area_dwell_proportion__distance_closest | skip_rate__correct | mean_dwell_time__correct | mean_dwell_time__distance_furthest | skip_rate__distance_closest | ANSWER_PRESS_NUMBER | mean_max_fix_pupil_size_z__question | mean_dwell_time__contrast | mean_dwell_time__distance_closest | has_xyxy | mean_first_fixation_duration__question | mean_avg_fix_pupil_size_z__distance_furthest | mean_fixations_count__distance_furthest | num_label_visits__question | mean_fixations_count__question | mean_min_fix_pupil_size_z__distance_closest | mean_max_fix_pupil_size_z__distance_closest,0.4172661870503597,0.7532467532467533,0.5370370370370371,231,0.951114922813036,0.8202662721893491,0.880857823669579,1352
