run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
general_pruned_t07_aic,trial_level_log_reg,1583,0.802905874921036,0.7733452444990907,1352,231,0.6750383419859098,0.7733452444990907,0.6979968203497615,0.8674403613419854,0.802905874921036,0.8240451056385061,0.8554490381413458,0.9679065528965636,21,area_dwell_proportion__correct | num_label_visits__wrong_mean | num_label_visits__contrast | mean_first_fixation_duration__wrong_mean | num_label_visits__distance_furthest | skip_rate__contrast | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__distance_closest | has_xyx | area_dwell_proportion__distance_furthest | skip_rate__distance_closest | ANSWER_PRESS_NUMBER | skip_rate__correct | first_encounter_avg_pupil_size_z__correct | area_dwell_proportion__question | mean_fixations_count__question | mean_fixations_count__distance_furthest | mean_fixations_count__contrast | mean_max_fix_pupil_size_z__question | has_xyxy | mean_avg_fix_pupil_size_z__distance_furthest,0.4033412887828162,0.7316017316017316,0.52,231,0.9467353951890034,0.8150887573964497,0.875993640699523,1352
