run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
3_most_frequent_last_select,trial_level_log_reg,3887,0.7697453048623617,0.802433784786445,3249,638,0.6834879611027597,0.802433784786445,0.6968555846396105,0.8710132937891218,0.7697453048623617,0.7967060880507351,0.8779026293115508,0.970582384093275,8,area_dwell_proportion__correct | has_xyx | mean_first_fixation_duration__wrong_mean | last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,0.4043186895011169,0.8510971786833855,0.5482079757698132,638,0.9626572327044025,0.7537703908895045,0.845503193509408,3249
