run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
20_most_frequent_last_all,trial_level_log_reg,1583,0.8825015792798484,0.8791673070519225,1352,231,0.7694906421250023,0.8791673070519225,0.8062703968838825,0.9159475907383924,0.8825015792798484,0.8923279552583818,0.9321607879300187,0.9843350895302356,25,ANSWER_PRESS_NUMBER | RT_normalized_question | TFD_normalized_outside__x__TFD_normalized_answer_D | has_xyx | last_before_confirm_answer_B | last_before_select_answer_A | last_before_select_answer_D | last_before_select_question | last_visited_answer_A | num_label_visits__contrast | skip_rate__distance_closest | area_dwell_proportion__correct | mean_first_fixation_duration__wrong_mean | mean_max_fix_pupil_size_z__contrast | RT_normalized_critical__x__RT_normalized_answer_B | area_dwell_proportion__distance_furthest | last_before_confirm_answer_D | last_before_confirm_question | last_before_select_answer_C | last_visited_answer_C | last_visited_answer_B | last_visited_answer_D | last_before_confirm_answer_A | last_before_confirm_answer_C | last_before_select_answer_B,0.5626740947075209,0.8744588744588745,0.6847457627118644,231,0.9763071895424836,0.8838757396449705,0.9277950310559007,1352
