run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
selected_last_confirm_only,trial_level_log_reg,3887,0.8242860818111655,0.8319101802242503,3249,638,0.7218876725989023,0.8319101802242503,0.7490808699305366,0.8844179136038987,0.8242860818111655,0.841355685823545,0.9036308253998578,0.9768618606826931,13,skip_rate__correct | skip_rate__wrong_mean | area_dwell_proportion__correct | area_dwell_proportion__wrong_mean | num_label_visits__correct | num_label_visits__wrong_mean | seq_len | has_xyx | last_before_confirm_answer_A | last_before_confirm_answer_B | last_before_confirm_answer_C | last_before_confirm_answer_D | last_before_confirm_question,0.47992863514719003,0.8432601880877743,0.6117111995451961,638,0.9638467100506146,0.8205601723607264,0.886450540315877,3249
