run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
general_pruned_t07,trial_level_log_reg,1583,0.8022741629816803,0.7729754220138836,1352,231,0.6745352741268477,0.7729754220138836,0.6973739742802785,0.8672611077826585,0.8022741629816803,0.8235468407333595,0.8557980481057403,0.9677834602723557,26,skip_rate__correct | area_dwell_proportion__correct | first_encounter_avg_pupil_size_z__correct | mean_first_fixation_duration__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_fixations_count__contrast | skip_rate__contrast | mean_max_fix_pupil_size_z__contrast | num_label_visits__contrast | mean_fixations_count__distance_furthest | skip_rate__distance_furthest | area_dwell_proportion__distance_furthest | mean_avg_fix_pupil_size_z__distance_furthest | first_encounter_avg_pupil_size_z__distance_furthest | num_label_visits__distance_furthest | skip_rate__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | num_label_visits__distance_closest | mean_fixations_count__question | area_dwell_proportion__question | mean_max_fix_pupil_size_z__question | has_xyx | has_xyxy | ANSWER_PRESS_NUMBER,0.4023809523809524,0.7316017316017316,0.5192012288786483,231,0.9466895958727429,0.8143491124260355,0.8755467196819086,1352
