run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
BASELINE - per answer RT,trial_level_log_reg,1583,0.7826910928616551,0.7256173313865621,1352,231,0.6462822716590684,0.7256173313865621,0.663941427097373,0.8472208900139956,0.7826910928616551,0.8054062255264487,0.8202406567791182,0.9616115833131994,4,RT_normalized_answer_A | RT_normalized_answer_B | RT_normalized_answer_C | RT_normalized_answer_D,0.36253041362530414,0.645021645021645,0.46417445482866043,231,0.9300341296928327,0.8062130177514792,0.8637083993660856,1352
