run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
pruned_0.5_AIC_no_pref,trial_level_log_reg,3887,0.8155389760740931,0.8310864399077218,3249,638,0.7159970503647388,0.8310864399077218,0.74152442751681,0.8837852802079436,0.8155389760740931,0.8344340363067456,0.8961103054617239,0.9737154468856064,13,last_visited_answer_A | area_dwell_proportion__correct | num_label_visits__wrong_mean | last_visited_answer_D | mean_first_fixation_duration__wrong_mean | has_xyx | last_visited_answer_C | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__distance_furthest | skip_rate__distance_closest | num_label_visits__contrast | mean_max_fix_pupil_size_z__contrast | first_encounter_avg_pupil_size_z__distance_closest,0.4662104362703165,0.85423197492163,0.6032097399003874,638,0.9657836644591612,0.8079409048938134,0.8798391151332328,3249
