model,n_test,accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
full_features_correctness_log_reg,3887,0.7952148186261898,3249,638,0.6890411129155205,0.7861789641568036,0.7102335474609618,0.862411685530003,0.7952148186261898,0.8156426206260025,0.43094405594405594,0.7727272727272727,0.55331088664422,638,0.9471381698869851,0.7996306555863343,0.8671562082777036,3249
