run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
all_last_ans_pruned_t09,trial_level_log_reg,1583,0.8553379658875553,0.859675580829427,1352,231,0.7381761126306638,0.859675580829427,0.7728329781240816,0.9050610395696412,0.8553379658875553,0.8697806629069476,0.91863264940188,0.9814160562212151,75,mean_dwell_time__correct | mean_first_fixation_duration__correct | skip_rate__correct | area_dwell_proportion__correct | mean_max_fix_pupil_size_z__correct | mean_min_fix_pupil_size_z__correct | first_encounter_avg_pupil_size_z__correct | num_label_visits__correct | mean_fixations_count__wrong_mean | mean_first_fixation_duration__wrong_mean | skip_rate__wrong_mean | area_dwell_proportion__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_dwell_time__contrast | mean_fixations_count__contrast | mean_first_fixation_duration__contrast | skip_rate__contrast | mean_max_fix_pupil_size_z__contrast | mean_min_fix_pupil_size_z__contrast | first_encounter_avg_pupil_size_z__contrast | num_label_visits__contrast | mean_dwell_time__distance_furthest | mean_fixations_count__distance_furthest | mean_first_fixation_duration__distance_furthest | skip_rate__distance_furthest | area_dwell_proportion__distance_furthest | mean_avg_fix_pupil_size_z__distance_furthest | first_encounter_avg_pupil_size_z__distance_furthest | num_label_visits__distance_furthest | mean_dwell_time__distance_closest | mean_fixations_count__distance_closest | mean_first_fixation_duration__distance_closest | skip_rate__distance_closest | area_dwell_proportion__distance_closest | mean_avg_fix_pupil_size_z__distance_closest | mean_max_fix_pupil_size_z__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | num_label_visits__distance_closest | mean_fixations_count__question | mean_first_fixation_duration__question | area_dwell_proportion__question | mean_max_fix_pupil_size_z__question | num_label_visits__question | mean_fixations_count__answer_B | mean_fixations_count__answer_C | mean_fixations_count__answer_D | mean_first_fixation_duration__answer_B | mean_first_fixation_duration__answer_C | mean_first_fixation_duration__answer_D | skip_rate__answer_B | skip_rate__answer_C | skip_rate__answer_D | area_dwell_proportion__answer_B | area_dwell_proportion__answer_C | area_dwell_proportion__answer_D | mean_max_fix_pupil_size_z__answer_B | mean_max_fix_pupil_size_z__answer_C | mean_max_fix_pupil_size_z__answer_D | mean_min_fix_pupil_size_z__answer_B | first_encounter_avg_pupil_size_z__answer_B | first_encounter_avg_pupil_size_z__answer_C | first_encounter_avg_pupil_size_z__answer_D | num_label_visits__answer_B | num_label_visits__answer_C | num_label_visits__answer_D | has_xyx | has_xyxy | trial_mean_dwell | ANSWER_PRESS_NUMBER | last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D,0.5025125628140703,0.8658008658008658,0.6359300476947536,231,0.9738396624472574,0.8535502958579881,0.9097359085534096,1352
