run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
full_last_select_pruned_t07_aic,trial_level_log_reg,3887,0.8160535117056856,0.8162788936263002,3249,638,0.7116627472402589,0.8162788936263002,0.7371131821629647,0.8769533997685968,0.8160535117056856,0.8338799429310606,0.8871174250866676,0.9717440829118755,20,area_dwell_proportion__correct | num_label_visits__wrong_mean | last_before_select_answer_A | num_label_visits__contrast | mean_first_fixation_duration__wrong_mean | num_label_visits__distance_furthest | num_label_visits__distance_closest | last_before_select_answer_D | skip_rate__contrast | has_xyx | mean_max_fix_pupil_size_z__wrong_mean | area_dwell_proportion__distance_furthest | skip_rate__distance_closest | last_before_select_answer_B | first_encounter_avg_pupil_size_z__correct | mean_fixations_count__distance_furthest | mean_fixations_count__contrast | mean_avg_fix_pupil_size_z__distance_furthest | first_encounter_avg_pupil_size_z__distance_closest | mean_min_fix_pupil_size_z__distance_closest,0.46559428060768543,0.8166144200626959,0.5930563460443938,638,0.9577312138728323,0.8159433671899046,0.8811700182815356,3249
