run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
BASELINE - correct+mean_wrong RT,trial_level_log_reg,240,0.7666666666666667,0.7094076655052265,205,35,0.6320879120879122,0.7094076655052265,0.6463157894736842,0.84007326007326,0.7666666666666667,0.7924561403508772,0.8047386759581883,0.9454932693054654,2,RT_normalized_correct | RT_normalized_wrong_mean,0.3384615384615385,0.6285714285714286,0.44,35,0.9257142857142857,0.7902439024390244,0.8526315789473684,205
