run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
second_selected_last_ans,trial_level_log_reg,3887,0.7882685875996913,0.8179227560734867,3249,638,0.6970977129236116,0.8179227560734867,0.7156815823137113,0.8778472602123315,0.7882685875996913,0.8121809055324962,0.8762085946869596,0.9695822639306719,8,area_dwell_proportion__correct | area_dwell_proportion__distance_closest | num_label_visits__correct | num_label_visits__distance_closest | last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D,0.4280155642023346,0.8620689655172413,0.5720228809152366,638,0.9661798616448886,0.7737765466297323,0.859340283712186,3249
