run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
full_last_confirm_pruned_t05_aic,trial_level_log_reg,3887,0.8222279392847954,0.8306790321786979,3249,638,0.7201348713557982,0.8306790321786979,0.7469546234919853,0.8837720723150443,0.8222279392847954,0.8396615232726586,0.9024537089299722,0.9765312227794081,14,last_before_confirm_answer_A | area_dwell_proportion__correct | num_label_visits__wrong_mean | last_before_confirm_answer_D | mean_first_fixation_duration__wrong_mean | has_xyx | last_before_confirm_question | last_before_confirm_answer_C | mean_max_fix_pupil_size_z__wrong_mean | skip_rate__distance_closest | num_label_visits__distance_furthest | num_label_visits__contrast | mean_max_fix_pupil_size_z__contrast | first_encounter_avg_pupil_size_z__distance_closest,0.4765279007971656,0.8432601880877743,0.6089417091114884,638,0.9637418419144308,0.8180978762696214,0.8849675378724821,3249
